road,id,model_type,condition,name,lat,lon,length
N1,1001394,link,,Bridge start,21.3986941,92.0665556,262.9999999999768
N1,1001395,link,,Bridge end,21.398583,92.0665833,14.999999999986358
N1,1001396,link,,Box culvert,21.3971663,92.0668882,165.99999999999682
N1,1001397,link,,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,19.000000000005457
N1,1001399,link,,Box culvert,21.393333,92.068166,435.0000000000023
N1,1001400,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0
N1,1001401,link,,Bridge start,21.3891108,92.0686938,484.0000000000373
N1,1001402,link,,Bridge end,21.3889441,92.0688049,17.99999999997226
N1,1001403,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7
N1,1001404,link,,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,57.00000000001637
N1,1001405,bridge,B,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7
N1,1001406,link,,Box culvert,21.3873052,92.0697771,147.9999999999677
N1,1001407,bridge,C,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9
N1,1001408,link,,Box culvert,21.3858886,92.0704438,176.00000000004457
N1,1001409,bridge,C,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8
N1,1001410,link,,Box culvert,21.384583,92.0704993,152.99999999996317
N1,1001411,bridge,B,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8
N1,1001412,link,,Box culvert,21.3839441,92.0705827,76.00000000002183
N1,1001413,bridge,B,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8
N1,1001415,link,,Box culvert,21.3826938,92.0710271,151.9999999999868
N1,1001416,link,,Box culvert,21.3813049,92.0710827,168.00000000000637
N1,1001417,link,,Box culvert,21.3811104,92.0710827,29.999999999972715
N1,1001419,bridge,B,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5
N1,1001420,link,,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,179.00000000003047
N1,1001421,link,,Box culvert,21.378916,92.0703327,91.00000000000819
N1,1001422,bridge,C,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2
N1,1001423,link,,Box culvert,21.3775827,92.0703604,153.99999999999636
